publication_number,title,filing_date,grant_date,family_id,assignees,cpc_codes,domains,country,filing_year
CN-100338808-C,fuel cell system,20050315,20070919,34986687,TOKYO SHIBAURA ELECTRIC CO,H01M8/00 | H01M8/04186 | H01M | H01M8/04119 | H01M8/04 | H01M8/1011 | H01M8/04007 | H01M8/04089 | H01M8/04082 | H01M8/1009 | H01M8/04164 | H01M8/04156 | H01M8/10,Electrochemical,China,2005
CN-100344019-C,"Active material, method for producing same, and nonaqueous electrolyte secondary battery containing same",20050614,20071017,35353156,MATSUSHITA ELECTRIC INDUSTRIAL CO LTD,H01M4/485 | H01M4/525 | H01M4/58 | H01M4/505 | H01M4/131 | H01M | H01M4/48 | H01M4/04 | H01M4/36 | H01M4/52 | H01M4/1397 | H01M4/00 | H01M4/139 | H01M4/50 | H01M10/00 | H01M10/05 | H01M4/02 | H01M4/1391 | H01M10/052 | H01M10/0525 | H01M4/13,Electrochemical,China,2005
CN-100381361-C,Method of manufacturing germanium-containing solution from yellow soil,20050920,20080416,36090261,PARK YOUNG MAN,A61K35/02 | C22B41/00 | C22B | C22B1/02 | A61K35/00 | A61K | C02F | A61K33/00 | C22 | C02F1/68 | C22B1/00 | A61K33/24 | C02F1/00,Water Treatment | Metallurgy & Alloys | Pharmaceutical,China,2005
CN-100413970-C,HBsAg Fusion Gene and Protein Containing Pre-S2 Immunological Determinant at Carboxy-Terminal,20050527,20080827,35450897,CHENGDU BIOLOG PRODUCTS I,A61K39/12 | A61P | A61K | A61K2039/525 | A61K39/29 | A61K39/00 | A61P1/00 | A61K2039/5258 | A61K39/292 | A61K2039/51 | A61P1/16,Pharmaceutical,China,2005
CN-100434563-C,Cold-formable chrome steel,20050310,20081119,34933317,STAHLWERK ERGSTE WESTIG GMBH,C21D8/0236 | C22C38/18 | C22C | C21D7/02 | C21 | C22C38/46 | C22C38/50 | C21D9/00 | C21D8/00 | C22C38/00 | C22C38/004 | C21D6/002 | C22C38/02 | C21D7/00 | C22C38/44 | C22C38/40 | C22C38/04 | C22C38/60 | C21D | C21D8/02 | C22C38/42 | C21D9/0068 | C22C38/002 | C22C38/007 | C21D6/00 | C21D8/0221 | C22,Metallurgy & Alloys,China,2005
CN-100456537-C,Systems and methods for forming fuel cell membrane electrode assemblies,20050513,20090128,37149818,LG CHEMICAL LTD,H01M4/88 | H01M4/00 | H01M | H01M4/86 | H01M2008/1095 | H01M8/00 | H01M8/1004 | H01M8/10 | H01M4/8825,Electrochemical,China,2005
CN-100473749-C,Heat treatment methods for single crystal or directionally solidified components,20050428,20090401,34924812,SIEMENS AG,C22F1/10 | C21D9/00 | C21D2221/00 | C21D | C22F1/00 | C22 | C21 | C22F,Metallurgy & Alloys,China,2005
CN-100483800-C,Electrode assembly and lithium ion secondary battery using the same,20050622,20090429,35514341,SAMSUNG SDI CO LTD,H01M4/02 | H01M50/169 | H01M10/052 | H01M4/0404 | H01M10/0587 | H01M2006/106 | H01M4/66 | H01M6/04 | H01M4/64 | H01M50/534 | H01M50/10 | H01M6/00 | H01M4/661 | H01M4/131 | H01M10/0431 | H01M4/0402 | H01M | H01M50/536 | H01M6/10 | H01M50/00 | H01M4/04 | H01M50/166 | H01M50/531 | H01M50/147 | H01M50/50 | H01M10/05 | H01M10/04 | H01M4/13 | H01M10/00 | H01M4/00 | H01M6/06 | H01M10/0525 | H01M4/133 | H01M10/058,Electrochemical,China,2005
CN-100483830-C,rechargeable battery,20050531,20090429,35425690,SAMSUNG SDI CO LTD,H01M50/572 | H01M50/564 | H01M50/552 | H01M50/583 | H01M50/581 | H01M2200/00 | H01M50/547 | H01M2200/10 | H01M50/30 | H01M2200/106 | H01M10/04 | H01M50/00 | H01M10/00 | H01M50/543 | H01M50/559 | H01M | H01M50/20 | H01M10/0431 | H01M50/574 | H01M50/548 | H01M50/50 | H01M50/566,Electrochemical,China,2005
CN-100500910-C,Seamless steel pipe and its manufacturing method,20050506,20090617,35450911,SUMITOMO METAL IND,C22 | C21 | C22C38/38 | C21D9/00 | C21D8/10 | C22C | C21D9/08 | C22C38/30 | C21D8/00 | C22C38/18 | C22C38/02 | C21D | C22C38/00,Metallurgy & Alloys,China,2005
CN-100511770-C,"Sealed battery, manufacturing method thereof, and assembled battery composed of a plurality of sealed batteries",20051128,20090708,36565165,GS YUASA CORP,H01M10/058 | H01M50/538 | H01M10/00 | H01M50/00 | H01M50/533 | H01M50/531 | H01M50/50 | H01M10/05 | H01M10/0587 | H01M,Electrochemical,China,2005
CN-100521305-C,Alkaline battery,20050530,20090729,35463146,TOYOTA MOTOR CORP,H01M4/02 | H01M4/62 | H01M4/24 | H01M4/00 | H01M | H01M4/32 | H01M10/00 | H01M4/48 | H01M10/24 | H01M4/36 | H01M10/30 | H01M4/52,Electrochemical,China,2005
CN-100522644-C,Manufacturing method of support body for lithographic printing plate,20050815,20090805,35149233,FUJI PHOTO FILM CO LTD,C25F3/00 | C25F | C25F3/04 | C25 | C25F3/02,Electrochemical,China,2005
CN-100543154-C,High-frequency induction quenching method and quenching anchor clamps,20051021,20090923,36203066,AISIN AW CO,C21D1/06 | C21 | C21D9/32 | C21D9/0025 | C21D1/09 | C21D9/0006 | C21D9/00 | C21D1/00 | C21D1/10 | C21D,Metallurgy & Alloys,China,2005
CN-100558705-C,"N-deacetylthiocolchicines, their use and pharmaceutical preparations containing them",20050201,20091111,34835575,INDENA SPA,A61P31/00 | A61P29/00 | A61P19/02 | A61P35/00 | A61P19/00 | A61P31/14 | A61P31/12 | A61P,Pharmaceutical,China,2005
CN-100574813-C,Be used for Locke&#39;s solution of medical treatment device and uses thereof,20050615,20091230,32906807,GAMBRO LUNDIA AB,A61K | A61K31/00 | A61K31/70,Pharmaceutical,China,2005
CN-100582104-C,Oxadiazolone derivatives as PPARδ agonists,20050319,20100120,34924545,SANOFI AVENTIS DEUTSCHLAND,A61P3/08 | A61P3/00 | A61P25/00 | A61P3/06 | A61P | A61P25/02 | A61P29/00 | A61P25/28 | A61P3/10,Pharmaceutical,China,2005
CN-100591459-C,Welding alloy,20051014,20100224,33462832,ALPHA FRY LTD,C22C13/00 | C22C | C22,Metallurgy & Alloys,China,2005
CN-100592921-C,"Activatable particles, preparations and uses.",20050509,20100303,34945762,NANOBIOTIX,A61K49/04 | A61K49/0423 | A61K51/12 | A61K41/00 | A61P35/04 | A61K47/50 | A61K49/0409 | A61K47/00 | A61P35/00 | A61P43/00 | A61K41/0038 | A61P | A61K41/0052 | A61K9/00 | A61K | A61K49/00 | A61K49/0414 | A61K51/00 | A61K9/16 | A61K9/14,Pharmaceutical,China,2005
CN-100593229-C,Electrochemical device and TiO in electrochemical device2Method for generating 0H free radical on layer surface,20050902,20100303,33156004,GEN X POWER CORP,C02F1/00 | C02F1/4672 | C02F1/46109 | C02F2001/46142 | C02F1/467 | C02F1/46104 | C02F1/461 | C02F2001/46133 | C02F1/46 | C02F | C02F2001/46138,Water Treatment,China,2005
CN-100595950-C,Processing techniques for the fabrication of solid acid fuel cell membrane electrode assemblies,20050610,20100324,35510433,CALIFORNIA INST OF TECHN,H01M4/8605 | H01M | H01M4/8803 | H01M8/02 | H01M2300/0017 | H01M4/8825 | H01M4/88 | H01M8/00 | H01M4/8878 | H01M4/8846 | H01M2300/00 | H01M4/00 | H01M2300/0082 | H01M4/92 | H01M4/86 | H01M4/881 | H01M8/08 | H01M4/8882 | H01M4/925 | H01M4/8885 | H01M4/8828 | H01M4/90 | H01M8/0289 | H01M2300/0065 | H01M4/923 | H01M4/926,Electrochemical,China,2005
CN-101001968-B,Improved recycling method for Al-B4C composite materials,20050421,20100616,35197004,ALCAN INT LTD,C22B21/0084 | C22C32/0052 | C22C32/0057 | C22C1/02 | C22B | C22C1/00 | C22B21/0069 | C22C | C22B21/0038 | C22C32/00 | C22 | C22C32/0047 | C22C1/10 | C22C1/1036 | C22B21/0092 | C22B21/00 | C22C21/00,Metallurgy & Alloys,China,2005
CN-101006064-B,Process for preparing irbesartan and intermediates thereof,20050823,20110126,35968277,BRISTOL MYERS SQUIBB CO,A61P | A61K | A61K31/00 | A61K31/33 | A61K31/41 | A61P9/00 | A61K31/395,Pharmaceutical,China,2005
CN-101006191-B,Die Cast Magnesium Alloy,20050623,20101124,35781499,CAST CENTRE PTY LTD,C22C23/00 | C22 | C22C23/04 | C22C,Metallurgy & Alloys,China,2005
CN-101010323-B,Bicyclononene derivatives as renin inhibitors,20050822,20100616,35345116,ACTELION PHARMACEUTICALS LTD,A61P5/38 | A61P | A61P9/12 | A61P25/28 | A61P5/40 | A61P15/10 | A61P27/00 | A61P13/12 | A61P17/00 | A61P25/22 | A61P27/02 | A61P27/06 | A61P9/00 | A61P15/00 | A61P13/00 | A61P11/00 | A61P9/10 | A61P9/04 | A61P5/00 | A61P25/00 | A61P9/14,Pharmaceutical,China,2005
CN-101014323-B,Phospholipid gel compositions for drug delivery and methods of treating disorders using same,20050623,20120905,35506068,IDEXX LAB INC,A61K9/0017 | A61K47/24 | A61K47/00 | A61K9/00 | A61K9/0014 | A61K9/0012 | A61K47/06 | A61K9/0046 | A61K,Pharmaceutical,China,2005
CN-101018742-B,"Aeration method, aeration device and aeration system",20050607,20100526,35502976,IKEDA YOSHIAKI | ZHANG ZHENJIA | MA JUN | FUJISATO SHUGYO | TETSUHIKO FUJISATO | IMAI GO,C02F1/74 | C02F3/12 | C02F1/00 | C02F3/20 | C02F1/72 | C02F3/02 | C02F7/00 | C02F1/20 | C02F3/00 | C02F,Water Treatment,China,2005
CN-101018818-B,Dental compositions comprising carbosilane polymers,20050713,20121114,35276115,3M GERMANY PROPERTIES CO | 3M INNOVATIVE PROPERTIES CO,A61K6/00 | A61K6/887 | A61K6/80 | A61K6/884 | A61K | A61K6/891 | A61K6/896,Pharmaceutical,China,2005
CN-101022903-B,Powder metal composition comprising secondary amides as lubricant and/or binder,20050916,20101110,36060316,HOEGANAES AB,C22C33/00 | C22C33/02 | C22 | C22C,Metallurgy & Alloys,China,2005
CN-101023543-B,"Binder resin composition for nonaqueous electrolyte energy device electrode, and nonaqueous electrolyte energy device",20050228,20100818,36089940,HITACHI CHEMICAL CO LTD,H01M4/622 | H01M | H01M10/00 | H01M4/13 | H01M4/621 | H01M4/00 | H01M10/05 | H01M4/62 | H01M4/02 | H01M10/052,Electrochemical,China,2005
CN-101035567-B,"New technetium and rhenium complexes, ligands used in their preparation and their use as radiopharmaceuticals",20051004,20121010,33428024,GE HEALTHCARE LTD,A61K51/0474 | A61K51/02 | A61K | A61K51/0476 | A61K51/00 | A61K51/04,Pharmaceutical,China,2005
CN-101044647-B,Electrode catalyst for fuel cell,20051216,20100901,36588111,LG CHEMICAL LTD,H01M4/00 | H01M4/8825 | H01M4/926 | H01M4/921 | H01M4/88 | H01M4/86 | H01M4/925 | H01M4/90 | H01M4/92 | H01M | H01M8/10 | H01M4/8828 | H01M2008/1095 | H01M8/00,Electrochemical,China,2005
CN-101048659-B,Monoclonal antibodies against progastrin,20050921,20130313,35395744,RECEPTOR BIOLOGIX INC,A61P1/04 | A61P1/02 | A61P | A61P37/00 | A61P43/00 | A61K39/395 | A61P1/00 | A61K | A61K39/00 | A61K2039/505 | A61P35/00 | A61P35/04,Pharmaceutical,China,2005
CN-101076356-B,Electroporation of Mycobacteria and Overexpression of Antigens in Mycobacteria,20051129,20130403,36565595,AERAS GLOBAL TB VACCINE FOUND,A61K2039/52 | A61K2039/51 | A61K39/02 | A61K39/00 | A61K | A61P | A61P31/00 | A61K39/04 | A61P31/04 | A61K2039/523 | A61P35/00,Pharmaceutical,China,2005
CN-101115765-B,Modified 5&#39; -phosphonates of azidothymidine-potential antiviral agents,20050506,20121010,36578174,KONSTANTINOVN KUKHANOVA MARINA,A61P31/12 | A61P31/00 | A61P | A61K | A61K31/70 | A61K31/00 | A61P31/14 | A61P31/18,Pharmaceutical,China,2005
CN-101115772-B,Cytotoxic antibodies against hematopoietic B-type lymphoproliferation,20051214,20121017,34953790,LAB FRANCAIS DU FRACTIONNEMENT,A61P35/00 | A61K51/02 | A61P35/02 | A61P | A61K51/08 | A61K | A61K51/04 | A61K51/1069 | A61K51/10 | A61K51/00 | A61K51/1045 | A61K2039/505 | A61K39/00 | A61K39/395 | A61P37/00,Pharmaceutical,China,2005
CN-101120470-B,Fuel cell bipolar plates with multiple active areas separated by non-conductive frame header,20051031,20101013,36695956,GEN MOTORS CORP,H01M8/02 | H01M8/10 | H01M8/00 | H01M8/0297 | H01M8/0247 | H01M8/025 | H01M8/0228 | H01M8/2465 | H01M8/0271 | H01M8/24 | H01M2008/1095 | H01M8/0273 | H01M8/0202 | H01M8/2483 | H01M8/0267 | H01M8/0263 | H01M8/0258 | H01M8/0204 | H01M8/0213 | H01M | H01M8/0223,Electrochemical,China,2005
CN-101124228-B,Pyrazolopyrimidine compounds used as antineoplastic agents,20051212,20110615,35826513,ASTRAZENECA AB,A61P35/04 | A61P | A61P35/00 | A61P43/00,Pharmaceutical,China,2005
CN-101346438-B,"Amphiphilic squarylium cyanine dye, preparation method and application thereof",20051230,20120523,37500034,COUNCIL SCIENT IND RES,A61K49/00 | A61K49/0017 | A61K49/0013 | A61K47/6951 | A61K41/00 | A61K47/6949 | A61K47/69 | A61K | A61K41/0057 | A61K47/00 | A61K49/001 | A61K49/0019 | A61K49/0021 | A61K47/50,Pharmaceutical,China,2005
CN-102988959-B,Regulation of NKG2D,20050405,20150107,35125614,OHE UNIVERSITY OF CALIFORNIA,A61P7/06 | A61K39/00 | A61P | A61P5/00 | A61P27/00 | A61P17/00 | A61P35/02 | A61P27/02 | A61P1/04 | A61P1/14 | A61P1/00 | A61P3/06 | A61P25/28 | A61K38/00 | A61P5/14 | A61P37/00 | A61P35/00 | A61P9/10 | A61K | A61P37/02 | A61P3/00 | A61P11/00 | A61P29/00 | A61K2039/505 | A61P3/10 | A61P19/00 | A61P7/00 | A61P21/04 | A61P43/00 | A61P11/06 | A61P25/00 | A61P7/04 | A61P17/06 | A61P15/00 | A61P1/16 | A61P9/14 | A61P21/00 | A61P19/02 | A61P9/00 | A61P37/06 | A61P3/08,Pharmaceutical,China,2005
CN-1291754-C,local anesthetic booster,20050712,20061227,35705835,LI FUCHAO,A61K31/70 | A61K31/714 | A61K31/395 | A61K31/56 | A61P23/00 | A61K38/4826 | A61K31/435 | A61K31/7036 | A61K31/57 | A61K38/43 | A61K38/482 | A61K38/00 | A61K31/137 | A61K9/00 | A61P | A61K38/46 | A61K31/13 | A61K31/4375 | A61K31/4353 | A61K31/7135 | A61K31/135 | A61K31/7034 | A61K38/16 | A61P43/00 | A61K31/7028 | A61K9/20 | A61K31/41 | A61K31/185 | A61K31/4164 | A61K | A61P23/02 | A61K31/573 | A61K31/33 | A61K38/48 | A61K31/00,Pharmaceutical,China,2005
CN-1713427-B,Zinc alloy powder for alkaline battery and preparation method thereof,20050623,20130306,34937580,DOWA HOLDING CO LTD,H01M4/00 | H01M4/24 | C22C | H01M | C22 | H01M4/244 | H01M6/04 | H01M4/42 | H01M6/00 | C22C1/04 | C22C18/00 | C22C1/00 | H01M4/38 | H01M4/36 | H01M4/06 | H01M4/02,Metallurgy & Alloys | Electrochemical,China,2005
CN-1909912-B,Application of ribose in the preparation of drugs for recovery from anesthesia,20050114,20110511,34794404,BIOENERGY INC,A61P39/00 | A61K | A61K31/00 | A61K31/70 | A61P23/00 | A61P | A61P3/00,Pharmaceutical,China,2005
CN-1930182-B,Anticoagulant compounds,20050303,20111116,34814249,SANOFI AVENTIS,A61P9/00 | A61K38/00 | A61P | A61P43/00 | A61P9/10 | A61K | A61P7/00 | A61P7/02,Pharmaceutical,China,2005
CN-1938442-B,"Metallic glass laminate, method for producing same, and use thereof",20050325,20130807,35056220,TOHOKU TECHNO ARCH CO LTD | TOPY IND,C22C45/008 | C22C45/00 | C22F1/00 | C22C45/02 | C22C | C22C1/00 | C22 | C22C19/00 | C22F | C22F1/10 | C22C19/07,Metallurgy & Alloys,China,2005
CN-1942434-B,Indene derivatives and process for producing the same,20050413,20110706,35149926,FIRST PHARM CO LTD | KOREA RES INST CHEM TECH | KOREA RES INST OF BIOSCIENCE | CJ CO LTD,A61P3/08 | A61K31/33 | A61P3/00 | A61P35/00 | A61P9/12 | A61P5/00 | A61P9/10 | A61P1/00 | A61P19/00 | A61P29/00 | A61K31/41 | A61P9/00 | A61P3/04 | A61K31/395 | A61K31/00 | A61P1/16 | A61P43/00 | A61P11/00 | A61P3/06 | A61K31/535 | A61P | A61P11/06 | A61P5/48 | A61P19/08 | A61K | A61K31/13 | A61P5/50 | A61K31/15 | A61P3/10 | A61P19/10,Pharmaceutical,China,2005
CN-1976774-B,Powder metallurgical composition comprising carbon black as flow enhancer,20050701,20100818,32768789,HOEGANAES AB,C22C | C22C33/02 | C22C33/00 | C22C33/0228 | C22C33/0207 | C22,Metallurgy & Alloys,China,2005
CN-1981040-B,Recombinant viral vector for gene introduction into lymphocytes,20050428,20110622,35320236,UNIV OSAKA RES FOUND,A61K39/00 | A61P31/12 | A61K35/66 | A61K | A61K2039/5256 | A61K48/00 | A61K39/12 | A61K2039/525 | A61K35/76 | A61P31/00 | A61P31/18 | A61K39/21 | A61K35/763 | A61P31/14 | A61P | A61K2039/51 | A61K35/00,Pharmaceutical,China,2005
CN-1989151-B,Variants of group 1 allergens of gramineous origin having reduced allergenicity and maintained T-cell reactivity,20050711,20140827,35106807,MERCK PATENT GMBH,A61P37/00 | A61K | A61K39/00 | A61P | A61K2039/57 | A61P37/08,Pharmaceutical,China,2005
CN-201254494-Y,Activated dissolved oxygen aerator,20050719,20090610,37052942,SHULIN SUN,C02F | C02F7/00,Water Treatment,China,2005
CN-100352771-C,Magnetic handling device,20060217,20071205,37026469,NOBUKAZU KONDO,C02F1/48 | C02F1/481 | C02F2209/40 | C02F2209/00 | C02F | C02F1/00,Water Treatment,China,2006
CN-100405648-C,"Polymer membrane, membrane electrode assembly for fuel cell and fuel cell system containing same",20060628,20080723,37597776,SAMSUNG SDI CO LTD,H01M8/1004 | H01M8/1044 | H01M8/10 | H01M8/102 | H01M8/1011 | H01M8/1046 | H01M8/1058 | H01M | H01M8/1051 | H01M8/1039 | H01M8/1018 | H01M8/1009 | H01M8/1016 | H01M8/1041 | H01M8/1023 | H01M8/00 | H01M8/106 | H01M8/1062,Electrochemical,China,2006
CN-100423327-C,Negative pole for lithium ion secondary battery and producing method thereof,20060623,20081001,37443917,MATSUSHITA ELECTRIC INDUSTRIAL CO LTD,H01M4/13 | H01M4/0423 | H01M10/00 | H01M4/139 | H01M4/0421 | H01M10/0525 | H01M4/58 | H01M10/052 | H01M4/00 | H01M | H01M4/1395 | H01M4/36 | H01M4/0402 | H01M4/04 | H01M4/02 | H01M4/38 | H01M4/134 | H01M10/05 | H01M2004/027 | H01M4/0426 | H01M2004/026,Electrochemical,China,2006
CN-100423730-C,"Reagents and methods for in vitro preservation of platelets, erythrocytes, anucleated cells, and platelet-containing compositions",20060421,20081008,37067444,SU CHENG YAO,A61P7/04 | A61P7/02 | A61P7/00 | A61P,Pharmaceutical,China,2006
CN-100431776-C,Automatic production line for producing high-strength color coated package steel strip by utilizing non-tempering process,20060211,20081112,36839190,ANSHAN FALAN STEEL STRIPS FACT,C21 | C21D | C21D9/52 | C21D9/00,Metallurgy & Alloys,China,2006
CN-100459967-C,Disposable sanitary towel,20060410,20090211,36945763,ZHONGZHENG SUN,A61K | A61K9/70 | A61K9/00 | A61K9/7007,Pharmaceutical,China,2006
CN-100491043-C,Gas shield arc welding method and steel wire for the same,20060911,20090527,37877598,KOBE STEEL LTD,C22 | C22C | C22C38/02 | C22C38/14 | C22C38/04 | C22C38/00,Metallurgy & Alloys,China,2006
CN-100520992-C,Rare earth permanent magnet,20060228,20090729,36607265,SHINETSU CHEMICAL CO,C22C38/00 | C22C | C22 | C22C38/005,Metallurgy & Alloys,China,2006
CN-100546068-C,Information recording device for battery,20060518,20090930,37425521,MATSUSHITA ELECTRIC INDUSTRIAL CO LTD,H01M6/50 | H01M10/00 | H01M6/5044 | H01M10/4221 | H01M6/5066 | H01M6/52 | H01M10/4257 | H01M6/00 | H01M10/425 | H01M10/54 | H01M10/42 | H01M,Electrochemical,China,2006
CN-100550495-C,The method of fuel cell operation device and fuel-cell device,20060509,20091014,36716976,MTU CFC SOLUTIONS GMBH,H01M8/14 | H01M8/04 | H01M8/04007 | H01M8/0618 | H01M8/06 | H01M8/0606 | H01M | H01M8/0612 | H01M8/00,Electrochemical,China,2006
CN-100563049-C,Negative active core-shell material and preparation method thereof and the lithium battery that uses this material,20060925,20091125,37902295,SAMSUNG SDI CO LTD,H01M4/362 | H01M10/05 | H01M2004/021 | H01M10/052 | H01M4/04 | H01M10/0525 | H01M4/364 | H01M4/366 | H01M4/00 | H01M4/583 | H01M | H01M4/134 | H01M4/386 | H01M4/0471 | H01M4/36 | H01M10/00 | H01M2004/027 | H01M4/38 | H01M2004/026 | H01M4/58 | H01M4/13 | H01M4/587 | H01M4/02,Electrochemical,China,2006
CN-101060850-B,Medicine and food or drink for improving pancreatic function,20060228,20111123,37431046,MORINAGA MILK INDUSTRY CO LTD,A61K31/7034 | A61K36/00 | A61P43/00 | A61P1/18 | A61K31/7028 | A61P1/00 | A61K | A61K36/18 | A61K31/704 | A61K31/70 | A61K36/896 | A61K31/00 | A61K36/88 | A61P,Pharmaceutical,China,2006
CN-101128455-B,Heterocyclylamide-substituted imidazoles,20060214,20130116,36675125,AICURIS GMBH & CO KG,A61K31/395 | A61P31/12 | A61K31/496 | A61K31/495 | A61K | A61P31/00 | A61K31/33 | A61P31/22 | A61P | A61P31/20 | A61K31/00,Pharmaceutical,China,2006
CN-101132778-B,Composition for regulating water quality of water for administration of water disinfectant sensitive drugs or vaccines,20060216,20120425,36693958,INTERVET INT BV | SALMIX IND E COM LTDA,A61K | C02F1/70 | C02F2303/185 | C02F2103/02 | C02F2303/18 | A61K9/0002 | C02F2103/026 | C02F2303/00 | A61K9/00 | C02F | A61K9/0007 | C02F1/00 | C02F2103/00 | C02F1/68,Water Treatment | Pharmaceutical,China,2006
CN-101146917-B,Method of manufacturing martensitic stainless steel,20060328,20101117,37073216,SUMITOMO METAL IND,C21D9/00 | C22 | C21D2211/00 | C21D | C22C38/02 | C21D9/085 | C22C | C21D1/00 | C21D2211/008 | C21D6/002 | C21 | C21D9/08 | C21D6/00 | C22C38/04 | C21D1/32 | C22C38/18 | C21D1/26 | C22C38/00,Metallurgy & Alloys,China,2006
CN-101151034-B,Protective agent for retinal nerve cells comprising prostaglandin F2 alpha derivative as active ingredient,20060331,20120606,37073466,ASAHI GLASS CO LTD | SANTEN PHARMACEUTICAL CO LTD,A61P9/00 | A61K31/5575 | A61P | A61P9/10 | A61P27/00 | A61P27/02 | A61K31/557 | A61P25/00 | A61K31/00 | A61K,Pharmaceutical,China,2006
CN-101155822-B,Aptamer therapy for the treatment of complement-related disorders,20060214,20130724,36916987,ARCHEMIX CORP,A61P3/10 | A61P9/00 | A61P3/08 | A61P13/00 | A61K | A61P9/04 | A61P37/02 | A61K47/60 | A61P9/10 | A61P17/00 | A61P7/00 | A61P25/00 | A61P31/00 | A61P13/12 | A61K47/51 | A61K47/50 | A61P | A61P7/12 | A61P29/00 | A61P3/00 | A61K47/56 | A61K47/59 | A61K47/00 | A61P37/00 | A61K48/00 | A61P11/00 | A61P37/06,Pharmaceutical,China,2006
CN-101166840-B,copper alloy,20060228,20120718,36941169,FURUKAWA ELECTRIC CO LTD,C22 | C22C9/06 | C22C | C22C9/00,Metallurgy & Alloys,China,2006
CN-101180264-B,"Benzoate compounds and related compositions, uses and methods",20060320,20130327,35521138,FERRER INT,A61P17/00 | A61P17/16 | A61K8/585 | A61K8/58 | A61K8/33 | A61K31/216 | A61K8/30 | A61K8/00 | A61K31/21 | A61K8/04 | A61K | A61K8/37 | A61P | A61K8/046 | A61K31/215 | A61K8/18 | A61K31/00 | A61K8/02,Pharmaceutical,China,2006
CN-101189023-B,Monitoring and modulating hgf/hgfr activity,20060330,20130130,36638370,GEN HOSPITAL CORP,A61P35/00 | A61K39/00 | A61P35/04 | A61K2039/505 | A61P7/10 | A61K38/17 | A61K | A61P17/00 | A61K38/1833 | A61P17/02 | A61P17/16 | A61P7/00 | A61K38/18 | A61P17/06 | A61K38/00 | A61P | A61K38/16,Pharmaceutical,China,2006
CN-101189258-B,Peptide ligands impair cancer cell migration,20060530,20121121,37481920,FORSKARPATENT I SYD AB,A61K | A61P35/04 | A61P | A61P35/00 | A61K38/00,Pharmaceutical,China,2006
